1,0.47166,3.8451,8.3725
2,0.2083,3.6224,8.6742
3,-0.095768,3.4069,8.9974
4,0.040701,3.4046,9.6941
5,0.019154,3.2944,10.135
6,-0.09098,3.3088,9.4882
7,0.062249,3.5578,8.9639
8,0.10295,3.5985,9.0692
9,0.069432,3.4524,9.098
10,0.023942,3.4884,8.7125
11,0.15323,3.6392,8.7867
12,-0.009577,3.4931,9.1482
13,-0.14365,3.3423,9.3326
14,0.050278,3.4836,9.4858
15,0.019154,3.3758,9.4834
16,-0.25378,3.3375,9.2416
17,0.011971,3.5913,8.5018
18,0.14365,3.7158,8.3917
19,0.11971,3.6416,8.9902
20,0.002394,3.4668,9.5936
21,-0.035913,3.3974,9.8162
22,0.13886,3.5219,9.3925
23,0.32801,3.7038,9.0214
24,0.3304,3.7469,9.0214
25,0.093374,3.5051,9.1842
26,-0.059855,3.3806,9.0214
27,-0.09098,3.3734,9.0046
28,-0.004788,3.4237,9.0573
29,0.23463,3.6775,8.7747
30,0.31843,3.6751,8.7771
31,0.14126,3.5434,8.9088
32,0.23703,3.565,8.8801
33,0.13168,3.5698,8.8394
34,-0.10056,3.2824,8.7053
35,0.25378,3.5817,8.7508
36,0.25857,3.5219,8.6
37,0.51954,3.8259,8.8729
38,0.67277,3.9217,8.5066
39,0.12689,3.5458,8.1499
40,-0.2466,3.3974,8.2241
41,0.023942,3.4213,8.0206
42,-0.035913,3.3662,8.1187
43,-1.1899,2.4349,8.2361
44,0.23463,3.8307,10.053
45,1.6233,4.2904,11.133
46,1.6951,4.4963,9.9527
47,0.55546,4.0725,8.6479
48,-0.29688,3.6655,7.3622
49,-0.25618,3.711,7.2161
50,-0.079009,3.7182,8.758
51,0.1221,3.9456,9.8043
52,1.5874,4.7381,7.197
53,2.2984,4.956,6.79
54,1.5778,4.1348,7.2472
55,0.1245,3.4955,7.5178
56,-0.24421,3.0335,8.1163
57,0.36392,2.7605,9.1267
58,1.0822,2.7581,9.311
59,1.798,3.0095,8.3917
60,1.6352,2.8587,7.6351
61,0.99599,2.6121,7.2065
62,0.11013,2.3152,8.0685
63,0.97923,2.1308,7.4699
64,2.5977,2.0901,9.5241
65,3.8259,1.8699,9.7755
66,3.869,1.834,7.9464
67,2.7629,2.5331,6.1076
68,1.2426,3.067,4.7357
69,1.6472,1.3216,6.3662
70,2.818,0.6608,7.6519
71,3.9217,0.63207,8.2744
72,4.1755,0.46208,7.0294
73,4.4149,0.47645,5.1427
74,3.9959,0.27054,4.7238
75,3.146,-0.047884,4.5825
76,-1.2593,-0.014365,4.4915
77,0.96965,-0.22266,4.2377
78,2.2266,0.22745,5.3558
79,3.3998,0.62249,7.6974
80,3.0933,0.88585,10.475
81,3.7134,2.6815,11.789
82,6.5912,6.8618,13.333
83,10.218,10.125,19.561
84,13.946,12.462,26.006
85,17.322,14.53,30.572
86,13.369,14.281,30.483
87,12.139,14.054,30.73
88,7.3502,11.923,38.271
89,8.7317,9.56,50.633
90,11.586,7.5872,44.405
91,7.0916,7.197,28.57
92,2.4086,6.7612,23.221
93,1.2306,4.877,22.604
94,0.53151,2.7102,15.941
95,-0.083797,1.549,6.2345
96,0.44293,-0.83558,-0.16041
97,0.052672,-4.6208,-5.7437
98,-0.25857,-9.2512,-7.7883
99,-4.9225,-13.197,-3.8092
100,-12.826,-11.76,-1.8459
101,-14.636,-11.657,-9.6391
102,-14.581,-11.729,-12.419
103,-16.695,-14.619,-7.6112
104,-18.059,-15.675,-2.2649
105,-16.597,-13.934,-0.47405
106,-11.111,-10.585,-1.8483
107,-3.9744,-7.8338,-0.1221
108,0.9074,-5.7293,2.806
109,0.093374,-5.7293,5.1858
110,1.7885,-5.4133,7.173
111,5.715,-3.5554,10.901
112,5.6623,-1.6807,15.502
113,1.1756,-1.6041,12.943
114,-0.72784,-0.23463,9.6702
115,2.3152,1.3072,9.1961
116,5.4013,1.3791,8.4827
117,4.7094,1.1803,8.5736
118,9.8497,0.52912,24.581
119,12.416,-0.9481,28.309
120,12.038,-0.11732,25.307
121,18.364,-0.12689,38.147
122,27.093,2.2314,65.759
123,31.271,4.9105,60.882
124,26.731,4.8267,26.765
125,25.063,6.8019,18.641
126,16.144,-0.31364,29.851
127,10.005,-8.1523,40.021
128,9.6845,-12.182,28.455
129,7.1443,-10.209,6.0478
130,5.8275,-5.3079,-3.1699
131,3.0167,-4.9297,-1.5586
132,-1.5467,-7.8434,-0.85712
133,-5.6168,-10.7,1.3384
134,-7.1778,-9.6079,2.6552
135,-5.8921,-5.964,-2.5426
136,-6.3758,-3.4764,-8.5712
137,-9.742,-2.3415,-12.996
138,-13.475,-2.7342,-11.471
139,-15.455,-4.8459,-6.1244
140,-12.012,-3.2537,-2.6647
141,-4.2425,-0.059855,-4.5274
142,0.69192,1.7933,-4.0773
143,3.9289,3.4357,0.2466
144,1.3408,2.7773,7.5609
145,5.2361,2.8874,11.315
146,8.9591,4.8937,11.183
147,3.9169,3.0885,12.136
148,1.1372,1.5802,12.435
149,4.2018,2.3032,7.027
150,6.6942,1.9944,13.288
151,3.0478,0.68714,21.644
