1,-0.58658,2.0686,9.2201
2,-0.45729,2.2003,9.074
3,-0.38786,2.3224,9.5888
4,-0.11492,2.4612,9.6558
5,0,2.5786,9.4691
6,0.081403,2.4948,9.3015
7,-0.064643,2.4756,9.2799
8,-0.35913,2.4636,8.734
9,-0.30885,2.5283,8.7245
10,-0.10295,2.6887,9.1315
11,-0.19872,2.5067,9.8785
12,-0.32561,2.2194,10.283
13,-0.21548,2.1883,10.175
14,0.004788,2.4684,10.005
15,0.30167,2.7438,9.1985
16,0.10534,2.7964,8.6263
17,0.09098,2.7845,8.6119
18,0.31125,2.8347,9.0477
19,0.67756,2.8491,9.4427
20,0.90022,2.9257,9.6247
21,0.91937,2.7725,9.6247
22,0.93853,2.5498,9.1123
23,0.87149,2.5618,8.655
24,0.97683,2.8252,9.0501
25,1.0295,3.0813,9.3182
26,0.86909,3.3495,9.3948
27,0.68953,3.5147,9.1746
28,0.55785,3.5721,8.5281
29,0.5794,3.6128,8.3438
30,0.35913,3.4716,8.8466
31,0.29928,3.304,9.2464
32,0.32322,3.2753,9.1722
33,0.42856,3.2298,9.0237
34,0.39265,3.1699,9.1028
35,0.18675,2.9856,9.5385
36,0.007183,2.9185,9.402
37,-0.11971,3.0167,8.9471
38,0.019154,3.1891,8.7532
39,0.26336,3.3495,8.8274
40,0.33519,3.3854,8.8825
41,0.48842,3.2968,8.7125
42,0.63207,3.134,8.4276
43,1.075,3.0263,8.2672
44,2.4421,3.5482,9.0956
45,3.6344,4.1539,10.393
46,4.1515,4.4652,10.558
47,3.7373,4.4341,10.446
48,2.7366,3.4692,9.3326
49,2.0351,2.8443,8.2768
50,1.5706,2.9544,8.4611
51,1.3862,3.1364,10.195
52,1.1325,3.1101,12.048
53,0.4956,2.8323,12.763
54,0.26576,2.5235,11.645
55,0.069432,2.2865,10.312
56,-0.083797,2.2218,9.675
57,0.2083,1.9728,10.058
58,0.35195,1.7478,10.86
59,-0.11732,1.3982,11.552
60,-0.96247,0.82839,11.222
61,-1.5514,0.73741,9.4308
62,-0.82121,1.8771,8.3175
63,0.48842,3.0263,9.0285
64,1.1253,3.2417,9.8282
65,0.88346,2.9784,9.5984
66,-0.09098,2.5642,8.2265
67,-0.64643,2.4948,7.1922
68,-0.7015,2.5929,7.0006
69,-0.64883,2.4325,7.6207
70,-1.0271,2.2529,8.2959
71,-1.549,2.0997,8.6502
72,-1.7262,2.1811,8.7652
73,-1.7071,2.7773,8.2025
74,-1.755,3.1556,7.9727
75,-1.7693,3.3591,7.8003
76,-1.5299,3.6943,8.1211
77,-1.0965,4.0893,9.3613
78,-0.36871,4.7214,9.6822
79,0.35913,5.6024,8.9376
80,-0.050278,5.7748,8.9256
81,-0.56264,5.4755,10.319
82,-0.56743,5.0637,11.114
83,0.076614,4.877,11.236
84,0.66319,5.0446,10.23
85,0.64165,5.0901,9.3661
86,0.23463,4.9512,9.007
87,-0.22745,4.2018,9.809
88,-0.56982,3.158,10.333
89,-0.60813,2.7007,10.8
90,-0.038307,3.0765,10.582
91,1.7837,3.6105,8.8562
92,3.2801,3.8786,7.6567
93,3.2034,2.9233,8.6646
94,1.2953,1.5251,10.673
95,-0.75896,0.40941,9.9647
96,-2.2027,-0.32801,8.1786
97,-1.9249,-0.33279,8.1307
98,-0.033519,0.77572,8.588
99,1.9249,2.1141,8.8825
100,2.7629,2.873,8.4467
101,2.1213,3.0382,7.3933
102,0.95529,2.7797,6.3446
103,0.21069,2.6145,6.3518
104,0.10295,2.6384,6.7086
105,0.35434,2.7964,7.5489
106,0.45969,2.6983,8.5904
107,-0.16999,2.083,9.6462
108,-0.90501,1.834,10.149
109,-1.2234,1.9848,10.3
110,-0.86909,2.5235,10.084
111,-0.69432,3.1005,9.7659
112,-0.77812,3.2992,9.0381
113,-0.86431,3.5147,8.8202
114,-0.87388,3.6559,9.1028
115,-0.68235,3.7254,10.362
116,0.011971,4.0677,11.423
117,0.31604,4.2689,11.193
118,0.18435,4.1803,10.961
119,-0.033519,4.0438,11.186
120,-0.22027,3.8235,11.317
121,-0.37828,3.5147,11.621
122,-0.52912,3.699,11.835
123,-0.69671,4.0797,10.846
124,-1.0415,4.2473,9.505
125,-0.9505,3.7206,9.7492
126,-0.68953,2.6935,12.27
127,-1.3072,1.549,14.138
128,-2.1237,1.1061,12.151
129,-2.0686,1.4174,8.6766
130,-1.0319,1.9968,7.0222
131,-0.27054,2.4804,6.924
132,-0.16999,2.3272,7.9895
133,-0.43574,1.731,9.1004
134,-0.63446,1.3312,9.6343
135,-0.84994,1.549,9.663
136,-1.0894,2.083,9.2991
137,-0.93613,2.4852,8.8849
138,-0.77572,3.0071,7.0629
139,-1.1468,3.0574,6.517
140,-1.1947,3.122,7.7979
